Gene.stable.ID,HGNC.symbol,Gene.stable.ID.1
ENSMUSG00000003135,CNOT11,ENSG00000158435
ENSMUSG00000003154,FOXJ2,ENSG00000065970
ENSMUSG00000003161,SRI,ENSG00000075142
ENSMUSG00000003166,DGCR2,ENSG00000070413
ENSMUSG00000003184,IRF3,ENSG00000126456
ENSMUSG00000003190,BCL2L12,ENSG00000126453
ENSMUSG00000003199,MPND,ENSG00000008382
ENSMUSG00000003200,SH3GL1,ENSG00000141985
ENSMUSG00000003206,EBI3,ENSG00000105246
ENSMUSG00000003208,YJU2,ENSG00000105248
ENSMUSG00000003226,RANBP2,ENSG00000153201
ENSMUSG00000003227,EDAR,ENSG00000135960
ENSMUSG00000003228,GRK5,ENSG00000198873
ENSMUSG00000003233,DVL3,ENSG00000161202
ENSMUSG00000003234,ABCF3,ENSG00000161204
ENSMUSG00000003235,EIF2B5,ENSG00000145191
ENSMUSG00000003269,CYTH2,ENSG00000105443
ENSMUSG00000003271,SULT2B1,ENSG00000088002
ENSMUSG00000003273,CA11,ENSG00000063180
ENSMUSG00000003279,DLGAP1,ENSG00000170579
ENSMUSG00000003282,PLAG1,ENSG00000181690
ENSMUSG00000003283,HCK,ENSG00000101336
ENSMUSG00000003299,MRPL4,ENSG00000105364
ENSMUSG00000003308,KEAP1,ENSG00000079999
ENSMUSG00000003309,AP1M2,ENSG00000129354
ENSMUSG00000003316,GLG1,ENSG00000090863
ENSMUSG00000003341,ATP8B3,ENSG00000130270
ENSMUSG00000003344,BTBD2,ENSG00000133243
ENSMUSG00000003345,CSNK1G2,ENSG00000133275
ENSMUSG00000003346,ABHD17A,ENSG00000129968
ENSMUSG00000003348,MOB3A,ENSG00000172081
ENSMUSG00000003352,CACNB3,ENSG00000167535
ENSMUSG00000003354,CCDC65,ENSG00000139537
ENSMUSG00000003355,FKBP11,ENSG00000134285
ENSMUSG00000003360,DDX23,ENSG00000174243
ENSMUSG00000003363,PLD3,ENSG00000105223
ENSMUSG00000003378,GRIK5,ENSG00000105737
ENSMUSG00000003379,CD79A,ENSG00000105369
ENSMUSG00000003380,RABAC1,ENSG00000105404
ENSMUSG00000003382,ETV3,ENSG00000117036
ENSMUSG00000003402,PRKCSH,ENSG00000130175
ENSMUSG00000003410,ELAVL3,ENSG00000196361
ENSMUSG00000003411,RAB3B,ENSG00000169213
ENSMUSG00000003418,ST8SIA6,ENSG00000148488
ENSMUSG00000003420,FCGRT,ENSG00000104870
ENSMUSG00000003421,NOSIP,ENSG00000142546
ENSMUSG00000003423,PIH1D1,ENSG00000104872
ENSMUSG00000003435,SUPT5H,ENSG00000196235
ENSMUSG00000003436,DLL3,ENSG00000090932
ENSMUSG00000003437,PAF1,ENSG00000006712
ENSMUSG00000003438,TIMM50,ENSG00000105197
ENSMUSG00000003444,MED29,ENSG00000063322
ENSMUSG00000003452,BICD1,ENSG00000151746
ENSMUSG00000003458,NCSTN,ENSG00000162736
ENSMUSG00000003464,,ENSG00000258465
ENSMUSG00000003464,PEX19,ENSG00000162735
ENSMUSG00000003469,PHYHIP,ENSG00000168490
ENSMUSG00000003476,CRHR2,ENSG00000106113
ENSMUSG00000003477,INMT,ENSG00000241644
ENSMUSG00000003477,INMT-MINDY4,ENSG00000254959
ENSMUSG00000003484,CYP4F3,ENSG00000186529
ENSMUSG00000003500,IMPDH1,ENSG00000106348
ENSMUSG00000003526,PRODH,ENSG00000100033
ENSMUSG00000003526,,ENSG00000277196
ENSMUSG00000003527,ESS2,ENSG00000100056
ENSMUSG00000003528,SLC25A1,ENSG00000100075
ENSMUSG00000003531,DGCR6,ENSG00000183628
ENSMUSG00000003531,,ENSG00000283809
ENSMUSG00000003531,DGCR6L,ENSG00000128185
ENSMUSG00000003531,,ENSG00000278817
ENSMUSG00000003534,DDR1,ENSG00000204580
ENSMUSG00000003541,IER3,ENSG00000137331
ENSMUSG00000003545,FOSB,ENSG00000125740
ENSMUSG00000003546,KLC4,ENSG00000137171
ENSMUSG00000003549,ERCC1,ENSG00000012061
ENSMUSG00000003555,CYP17A1,ENSG00000148795
ENSMUSG00000003559,AS3MT,ENSG00000214435
ENSMUSG00000003573,HOMER3,ENSG00000051128
ENSMUSG00000003575,CRTC1,ENSG00000105662
ENSMUSG00000003581,RNF215,ENSG00000099999
ENSMUSG00000003585,SEC14L2,ENSG00000100003
ENSMUSG00000003604,AVEN,ENSG00000169857
ENSMUSG00000003617,CP,ENSG00000047457
ENSMUSG00000003623,CROT,ENSG00000005469
ENSMUSG00000003644,RPS6KA1,ENSG00000117676
ENSMUSG00000003660,SNRNP200,ENSG00000144028
ENSMUSG00000003662,CIAO1,ENSG00000144021
ENSMUSG00000003665,HAS1,ENSG00000105509
ENSMUSG00000003680,TAF6L,ENSG00000162227
ENSMUSG00000003721,INSIG2,ENSG00000125629
ENSMUSG00000003731,KPNA6,ENSG00000025800
ENSMUSG00000003746,MAN1A1,ENSG00000111885
ENSMUSG00000003752,ITPKC,ENSG00000086544
ENSMUSG00000003762,COQ8B,ENSG00000123815
ENSMUSG00000003778,BRD8,ENSG00000112983
ENSMUSG00000003779,KIF20A,ENSG00000112984
ENSMUSG00000003808,FARSA,ENSG00000179115
ENSMUSG00000003809,GCDH,ENSG00000105607
ENSMUSG00000003810,MAST2,ENSG00000086015
ENSMUSG00000003812,DNASE2,ENSG00000105612
ENSMUSG00000003813,RAD23A,ENSG00000179262
ENSMUSG00000003814,CALR,ENSG00000179218
ENSMUSG00000003824,SYCE2,ENSG00000161860
ENSMUSG00000003847,NFAT5,ENSG00000102908
ENSMUSG00000003848,NOB1,ENSG00000141101
ENSMUSG00000003849,NQO1,ENSG00000181019
ENSMUSG00000003863,PPFIA3,ENSG00000177380
ENSMUSG00000003865,GYS1,ENSG00000104812
ENSMUSG00000003868,RUVBL2,ENSG00000183207
ENSMUSG00000003872,LIN7B,ENSG00000104863
ENSMUSG00000003873,BAX,ENSG00000087088
ENSMUSG00000003882,IL7R,ENSG00000168685
ENSMUSG00000003923,TFAM,ENSG00000108064
ENSMUSG00000003934,EFNB3,ENSG00000108947
ENSMUSG00000003948,MMD,ENSG00000108960
ENSMUSG00000003949,HLF,ENSG00000108924
ENSMUSG00000003955,FAM162A,ENSG00000114023
ENSMUSG00000003970,RPL8,ENSG00000161016
ENSMUSG00000003992,SSBP2,ENSG00000145687
ENSMUSG00000004018,FANCL,ENSG00000115392
ENSMUSG00000004031,BRINP2,ENSG00000198797
ENSMUSG00000004032,GSTM3,ENSG00000134202
ENSMUSG00000004035,GSTM2,ENSG00000213366
ENSMUSG00000004038,GSTM1,ENSG00000134184
ENSMUSG00000004040,STAT3,ENSG00000168610
ENSMUSG00000004043,STAT5A,ENSG00000126561
ENSMUSG00000004044,CAVIN1,ENSG00000177469
ENSMUSG00000004054,MAP3K11,ENSG00000173327
ENSMUSG00000004056,AKT2,ENSG00000105221
ENSMUSG00000004069,DNAJA3,ENSG00000103423
ENSMUSG00000004070,HMOX2,ENSG00000103415
ENSMUSG00000004071,CDIP1,ENSG00000089486
ENSMUSG00000004085,MAP3K20,ENSG00000091436
ENSMUSG00000004096,CWC15,ENSG00000150316
ENSMUSG00000004098,COL5A3,ENSG00000080573
ENSMUSG00000004099,DNMT1,ENSG00000130816
ENSMUSG00000004100,PPAN-P2RY11,ENSG00000243207
ENSMUSG00000004100,PPAN,ENSG00000130810
ENSMUSG00000004105,ANGPTL2,ENSG00000136859
ENSMUSG00000004110,CACNA1E,ENSG00000198216
ENSMUSG00000004113,CACNA1B,ENSG00000148408
ENSMUSG00000004127,TRMT10A,ENSG00000145331
ENSMUSG00000004151,ETV1,ENSG00000006468
ENSMUSG00000004187,KIFC2,ENSG00000167702
ENSMUSG00000004207,PSAP,ENSG00000197746
ENSMUSG00000004221,IKBKG,ENSG00000269335
ENSMUSG00000004231,PAX2,ENSG00000075891
ENSMUSG00000004233,WARS2,ENSG00000116874
ENSMUSG00000004263,ATN1,ENSG00000111676
ENSMUSG00000004264,PHB2,ENSG00000215021
ENSMUSG00000004266,PTPN6,ENSG00000111679
ENSMUSG00000004267,ENO2,ENSG00000111674
ENSMUSG00000004268,EMG1,ENSG00000126749
ENSMUSG00000004270,LPCAT3,ENSG00000111684
ENSMUSG00000004285,ATP6V1F,ENSG00000128524
ENSMUSG00000004296,IL12B,ENSG00000113302
ENSMUSG00000004317,CLCN5,ENSG00000171365
ENSMUSG00000004319,CLCN3,ENSG00000109572
ENSMUSG00000004328,HIF3A,ENSG00000124440
ENSMUSG00000004341,GPX6,ENSG00000198704
ENSMUSG00000004347,PDE1C,ENSG00000154678
ENSMUSG00000004356,UTP20,ENSG00000120800
ENSMUSG00000004359,SPIC,ENSG00000166211
ENSMUSG00000004360,KIAA0408,ENSG00000189367
ENSMUSG00000004364,CUL3,ENSG00000036257
ENSMUSG00000004366,SST,ENSG00000157005
ENSMUSG00000004371,IL11,ENSG00000095752
ENSMUSG00000004383,LARGE1,ENSG00000133424
ENSMUSG00000004393,DDX56,ENSG00000136271
ENSMUSG00000004394,TMED4,ENSG00000158604
ENSMUSG00000004415,COL26A1,ENSG00000160963
ENSMUSG00000004446,BID,ENSG00000015475
ENSMUSG00000004451,RALB,ENSG00000144118
ENSMUSG00000004455,PPP1CC,ENSG00000186298
ENSMUSG00000004460,DNAJB11,ENSG00000090520
ENSMUSG00000004460,,ENSG00000283149
ENSMUSG00000004462,TBCCD1,ENSG00000113838
ENSMUSG00000004473,CLEC11A,ENSG00000105472
ENSMUSG00000004500,ZNF324B,ENSG00000249471
ENSMUSG00000004500,ZNF324,ENSG00000083812
ENSMUSG00000004508,GAB2,ENSG00000033327
ENSMUSG00000004530,CORO1C,ENSG00000110880
ENSMUSG00000004535,TAX1BP1,ENSG00000106052
ENSMUSG00000004540,CEACAM4,ENSG00000105352
ENSMUSG00000004540,,ENSG00000267881
ENSMUSG00000004552,CTSE,ENSG00000196188
ENSMUSG00000004558,NDRG2,ENSG00000165795
ENSMUSG00000004561,METTL17,ENSG00000165792
ENSMUSG00000004562,ARHGEF40,ENSG00000165801
ENSMUSG00000004565,PNPLA6,ENSG00000032444
ENSMUSG00000004567,MCOLN1,ENSG00000090674
ENSMUSG00000004568,,ENSG00000268861
ENSMUSG00000004568,ARHGEF18,ENSG00000104880
ENSMUSG00000004591,PKN2,ENSG00000065243
ENSMUSG00000004609,CD33,ENSG00000105383
ENSMUSG00000004609,SIGLEC6,ENSG00000105492
ENSMUSG00000004610,ETFB,ENSG00000105379
ENSMUSG00000004612,NKG7,ENSG00000105374
ENSMUSG00000004626,STXBP2,ENSG00000076944
ENSMUSG00000004630,PCP2,ENSG00000174788
ENSMUSG00000004631,SGCE,ENSG00000127990
ENSMUSG00000004633,,ENSG00000285162
ENSMUSG00000004633,CHN2,ENSG00000106069
ENSMUSG00000004637,WWOX,ENSG00000186153
ENSMUSG00000004642,SLBP,ENSG00000163950
ENSMUSG00000004654,GHRHR,ENSG00000106128
ENSMUSG00000004655,,ENSG00000250424
ENSMUSG00000004655,AQP1,ENSG00000240583
ENSMUSG00000004661,ARID3B,ENSG00000179361
ENSMUSG00000004665,CNN2,ENSG00000064666
ENSMUSG00000004667,POLR2E,ENSG00000099817
ENSMUSG00000004668,ABCA13,ENSG00000179869
ENSMUSG00000004677,MYO9B,ENSG00000099331
ENSMUSG00000004698,HDAC9,ENSG00000048052
ENSMUSG00000004707,LY9,ENSG00000122224
ENSMUSG00000004709,CD244,ENSG00000122223
ENSMUSG00000004730,ADGRE1,ENSG00000174837
ENSMUSG00000004748,MTFP1,ENSG00000242114
ENSMUSG00000004768,RAB23,ENSG00000112210
ENSMUSG00000004771,RAB11A,ENSG00000103769
ENSMUSG00000004788,EIF2B2,ENSG00000119718
ENSMUSG00000004789,DLST,ENSG00000119689
ENSMUSG00000004791,PGF,ENSG00000119630
ENSMUSG00000004798,ULK2,ENSG00000083290
ENSMUSG00000004814,CCL24,ENSG00000106178
ENSMUSG00000004815,DGKQ,ENSG00000145214
ENSMUSG00000004837,GRAP,ENSG00000154016
ENSMUSG00000004837,GRAPL,ENSG00000189152
ENSMUSG00000004843,CHMP2B,ENSG00000083937
ENSMUSG00000004846,PLOD3,ENSG00000106397
ENSMUSG00000004849,AP1S1,ENSG00000106367
ENSMUSG00000004864,MAPK13,ENSG00000156711
ENSMUSG00000004865,SRPK1,ENSG00000096063
ENSMUSG00000004872,PAX3,ENSG00000135903
ENSMUSG00000004880,LBR,ENSG00000143815
ENSMUSG00000004885,CRABP2,ENSG00000143320
ENSMUSG00000004891,NES,ENSG00000132688
ENSMUSG00000004892,BCAN,ENSG00000132692
ENSMUSG00000004894,HAPLN2,ENSG00000132702
ENSMUSG00000004895,PRCC,ENSG00000143294
ENSMUSG00000004896,RRNAD1,ENSG00000143303
ENSMUSG00000004897,HDGF,ENSG00000143321
ENSMUSG00000004902,SLC25A18,ENSG00000182902
ENSMUSG00000004929,THOP1,ENSG00000172009
ENSMUSG00000004931,APBA3,ENSG00000011132
ENSMUSG00000004933,MATK,ENSG00000007264
ENSMUSG00000004934,PIAS4,ENSG00000105229
ENSMUSG00000004936,MAP2K1,ENSG00000169032
ENSMUSG00000004937,SGTA,ENSG00000104969
ENSMUSG00000004939,NMRK2,ENSG00000077009
ENSMUSG00000004945,TMEM242,ENSG00000215712
ENSMUSG00000004947,DTX2,ENSG00000091073
ENSMUSG00000004951,HSPB1,ENSG00000106211
ENSMUSG00000004952,RASA4B,ENSG00000170667
ENSMUSG00000004952,,ENSG00000270249
ENSMUSG00000004952,RASA4,ENSG00000105808
ENSMUSG00000004961,SYT5,ENSG00000129990
ENSMUSG00000004980,HNRNPA2B1,ENSG00000122566
ENSMUSG00000004988,FXYD4,ENSG00000150201
ENSMUSG00000004994,CCDC130,ENSG00000104957
ENSMUSG00000004996,MRI1,ENSG00000037757
ENSMUSG00000005034,PRKACB,ENSG00000142875
ENSMUSG00000005043,SGSH,ENSG00000181523
ENSMUSG00000005045,CHD5,ENSG00000116254
ENSMUSG00000005054,CSTB,ENSG00000160213
ENSMUSG00000005057,SH2B2,ENSG00000160999
ENSMUSG00000005069,PEX5,ENSG00000139197
ENSMUSG00000005078,JKAMP,ENSG00000050130
ENSMUSG00000005087,CD44,ENSG00000026508
ENSMUSG00000005089,SLC1A2,ENSG00000110436
ENSMUSG00000005102,EIF2AK4,ENSG00000128829
ENSMUSG00000005103,WDR1,ENSG00000071127
ENSMUSG00000005107,SLC2A9,ENSG00000109667
ENSMUSG00000005124,CCN4,ENSG00000104415
ENSMUSG00000005125,NDRG1,ENSG00000104419
ENSMUSG00000005131,C11orf65,ENSG00000166323
ENSMUSG00000005142,,ENSG00000269242
ENSMUSG00000005142,MAN2B1,ENSG00000104774
ENSMUSG00000005142,,ENSG00000269590
ENSMUSG00000005148,KLF5,ENSG00000102554
ENSMUSG00000005150,WDR83,ENSG00000123154
ENSMUSG00000005161,PRDX2,ENSG00000167815
ENSMUSG00000005198,POLR2A,ENSG00000181222
ENSMUSG00000005202,SHBG,ENSG00000129214
ENSMUSG00000005204,SENP3,ENSG00000161956
ENSMUSG00000005204,SENP3-EIF4A1,ENSG00000277957
ENSMUSG00000005220,CORIN,ENSG00000145244
ENSMUSG00000005225,PLEKHA8,ENSG00000106086
ENSMUSG00000005233,SPC25,ENSG00000152253
ENSMUSG00000005237,DNAH2,ENSG00000183914
ENSMUSG00000005251,RIPK4,ENSG00000183421
ENSMUSG00000005262,UFD1,ENSG00000070010
ENSMUSG00000005267,ZNF287,ENSG00000141040
ENSMUSG00000005268,PRLR,ENSG00000113494
ENSMUSG00000005299,LETM1,ENSG00000168924
ENSMUSG00000005312,UBQLN1,ENSG00000135018
ENSMUSG00000005320,FGFR4,ENSG00000160867
ENSMUSG00000005338,CADM3,ENSG00000162706
ENSMUSG00000005339,FCER1A,ENSG00000179639
ENSMUSG00000005354,TXN2,ENSG00000100348
ENSMUSG00000005355,CASP14,ENSG00000105141
ENSMUSG00000005357,SLC1A6,ENSG00000105143
ENSMUSG00000005360,SLC1A3,ENSG00000079215
ENSMUSG00000005362,CRBN,ENSG00000113851
ENSMUSG00000005364,IL5RA,ENSG00000091181
ENSMUSG00000005370,MSH6,ENSG00000116062
ENSMUSG00000005371,FBXO11,ENSG00000138081
ENSMUSG00000005373,MLXIPL,ENSG00000009950
ENSMUSG00000005374,TBL2,ENSG00000106638
ENSMUSG00000005378,BUD23,ENSG00000071462
ENSMUSG00000005397,NID1,ENSG00000116962
ENSMUSG00000005410,MCM5,ENSG00000100297
ENSMUSG00000005413,HMOX1,ENSG00000100292
ENSMUSG00000005417,MPRIP,ENSG00000133030
ENSMUSG00000005442,CIC,ENSG00000079432
ENSMUSG00000005447,PAFAH1B3,ENSG00000079462
ENSMUSG00000005465,IL27RA,ENSG00000104998
ENSMUSG00000005469,PRKACA,ENSG00000072062
ENSMUSG00000005470,ASF1B,ENSG00000105011
ENSMUSG00000005474,MYL10,ENSG00000106436
ENSMUSG00000005481,DDX39A,ENSG00000123136
ENSMUSG00000005483,DNAJB1,ENSG00000132002
ENSMUSG00000005501,USP40,ENSG00000085982
ENSMUSG00000005505,KBTBD4,ENSG00000123444
ENSMUSG00000005506,CELF1,ENSG00000149187
ENSMUSG00000005510,NDUFS3,ENSG00000213619
ENSMUSG00000005514,POR,ENSG00000127948
ENSMUSG00000005533,IGF1R,ENSG00000140443
ENSMUSG00000005534,INSR,ENSG00000171105
ENSMUSG00000005540,FCER2,ENSG00000104921
ENSMUSG00000005553,ATP4A,ENSG00000105675
ENSMUSG00000005566,TRIM28,ENSG00000130726
ENSMUSG00000005575,UBE2M,ENSG00000130725
ENSMUSG00000005580,ADCY9,ENSG00000162104
ENSMUSG00000005583,MEF2C,ENSG00000081189
ENSMUSG00000005609,CTR9,ENSG00000198730
ENSMUSG00000005610,EIF4G2,ENSG00000110321
ENSMUSG00000005611,IRAG1,ENSG00000072952
ENSMUSG00000005615,PCYT1A,ENSG00000161217
ENSMUSG00000005621,ZNF592,ENSG00000166716
ENSMUSG00000005625,PSMD4,ENSG00000159352
ENSMUSG00000005628,TMOD4,ENSG00000163157
ENSMUSG00000005640,INSRR,ENSG00000027644
ENSMUSG00000005656,SNX6,ENSG00000129515
ENSMUSG00000005667,MTHFD2,ENSG00000065911
ENSMUSG00000005672,KIT,ENSG00000157404
ENSMUSG00000005674,TOMM40L,ENSG00000158882
ENSMUSG00000005677,NR1I3,ENSG00000143257
ENSMUSG00000005681,APOA2,ENSG00000158874
ENSMUSG00000005682,PAN2,ENSG00000135473
ENSMUSG00000005683,CS,ENSG00000062485
ENSMUSG00000005686,AMPD3,ENSG00000133805
ENSMUSG00000005687,BCAS2,ENSG00000116752
ENSMUSG00000005696,SH2D1A,ENSG00000183918
ENSMUSG00000005698,CTCF,ENSG00000102974
ENSMUSG00000005699,PARD6A,ENSG00000102981
ENSMUSG00000005705,AGRP,ENSG00000159723
ENSMUSG00000005716,PVALB,ENSG00000100362
ENSMUSG00000005718,TFAP4,ENSG00000090447
ENSMUSG00000005732,RANBP1,ENSG00000099901
ENSMUSG00000005763,CD247,ENSG00000198821
ENSMUSG00000005774,RFX5,ENSG00000143390
ENSMUSG00000005779,PSMB4,ENSG00000159377
ENSMUSG00000005800,MMP8,ENSG00000118113
ENSMUSG00000005802,SLC30A4,ENSG00000104154
ENSMUSG00000005803,SQOR,ENSG00000137767
ENSMUSG00000005804,BLOC1S6,ENSG00000104164
ENSMUSG00000005813,METAP1,ENSG00000164024
ENSMUSG00000005823,GPR108,ENSG00000125734
ENSMUSG00000005824,TNFSF14,ENSG00000125735
ENSMUSG00000005836,GATA6,ENSG00000141448
ENSMUSG00000005846,RSL1D1,ENSG00000171490
ENSMUSG00000005864,CNGA2,ENSG00000183862
ENSMUSG00000005871,APC,ENSG00000134982
ENSMUSG00000005873,REEP5,ENSG00000129625
ENSMUSG00000005881,ERGIC3,ENSG00000125991
ENSMUSG00000005882,UQCC1,ENSG00000101019
ENSMUSG00000005883,SPO11,ENSG00000054796
ENSMUSG00000005886,NCOA2,ENSG00000140396
ENSMUSG00000005893,NR2C2,ENSG00000177463
ENSMUSG00000005897,NR2C1,ENSG00000120798
ENSMUSG00000005899,SMPD4,ENSG00000136699
ENSMUSG00000005907,PEX1,ENSG00000127980
ENSMUSG00000005917,OTX1,ENSG00000115507
ENSMUSG00000005936,KCTD20,ENSG00000112078
ENSMUSG00000005947,ITGAE,ENSG00000083457
ENSMUSG00000005949,CTNS,ENSG00000040531
ENSMUSG00000005950,P2RX5-TAX1BP3,ENSG00000257950
ENSMUSG00000005950,P2RX5,ENSG00000083454
ENSMUSG00000005951,,ENSG00000262304
ENSMUSG00000005951,SHPK,ENSG00000197417
ENSMUSG00000005952,TRPV1,ENSG00000196689
ENSMUSG00000005958,EPHB3,ENSG00000182580
ENSMUSG00000005968,TUFT1,ENSG00000143367
ENSMUSG00000005973,,ENSG00000285283
ENSMUSG00000005973,RCN1,ENSG00000049449
ENSMUSG00000005980,DNASE1,ENSG00000213918
ENSMUSG00000005981,TRAP1,ENSG00000126602
ENSMUSG00000005982,NAA60,ENSG00000122390
ENSMUSG00000005983,C16orf90,ENSG00000215131
ENSMUSG00000005986,ANKRD13D,ENSG00000172932
ENSMUSG00000006005,TPR,ENSG00000047410
ENSMUSG00000006010,ODR4,ENSG00000157181
ENSMUSG00000006014,PRG4,ENSG00000116690
ENSMUSG00000006019,DHX34,ENSG00000134815
ENSMUSG00000006021,KPTN,ENSG00000118162
ENSMUSG00000006024,NAPA,ENSG00000105402
ENSMUSG00000006050,SRA1,ENSG00000213523
ENSMUSG00000006058,SNF8,ENSG00000159210
ENSMUSG00000006095,TBCB,ENSG00000105254
ENSMUSG00000006127,INPP5K,ENSG00000132376
ENSMUSG00000006134,CRKL,ENSG00000099942
ENSMUSG00000006143,UPK3BL2,ENSG00000284981
ENSMUSG00000006143,,ENSG00000205236
ENSMUSG00000006143,UPK3BL1,ENSG00000267368
ENSMUSG00000006154,EPS8L1,ENSG00000131037
ENSMUSG00000006169,CLINT1,ENSG00000113282
ENSMUSG00000006179,PRSS16,ENSG00000112812
ENSMUSG00000006191,CDKAL1,ENSG00000145996
ENSMUSG00000006205,HTRA1,ENSG00000166033
ENSMUSG00000006215,ZBTB17,ENSG00000116809
ENSMUSG00000006216,CLCNKA,ENSG00000186510
ENSMUSG00000006216,CLCNKB,ENSG00000184908
ENSMUSG00000006218,FAM131C,ENSG00000185519
ENSMUSG00000006219,FBLIM1,ENSG00000162458
ENSMUSG00000006221,HSPB7,ENSG00000173641
ENSMUSG00000006235,EPOR,ENSG00000187266
ENSMUSG00000006241,CCDC159,ENSG00000183401
ENSMUSG00000006262,MOB1B,ENSG00000173542
ENSMUSG00000006269,ATP6V1B1,ENSG00000116039
ENSMUSG00000006273,ATP6V1B2,ENSG00000147416
ENSMUSG00000006276,EPS15L1,ENSG00000127527
ENSMUSG00000006281,TEP1,ENSG00000129566
ENSMUSG00000006288,TTC5,ENSG00000136319
ENSMUSG00000006289,OSGEP,ENSG00000092094
ENSMUSG00000006299,AAMP,ENSG00000127837
ENSMUSG00000006301,TMBIM1,ENSG00000135926
ENSMUSG00000006304,ARPC2,ENSG00000163466
ENSMUSG00000006307,KMT2B,ENSG00000272333
ENSMUSG00000006310,ZBTB32,ENSG00000011590
ENSMUSG00000006313,UPK1A,ENSG00000105668
ENSMUSG00000006315,TMEM147,ENSG00000105677
ENSMUSG00000006333,RPS9,ENSG00000170889
ENSMUSG00000006335,TFPT,ENSG00000105619
ENSMUSG00000006342,SUSD2,ENSG00000099994
ENSMUSG00000006344,GGT5,ENSG00000099998
ENSMUSG00000006345,GGTLC1,ENSG00000149435
ENSMUSG00000006345,GGTLC3,ENSG00000274252
ENSMUSG00000006345,GGT2,ENSG00000133475
ENSMUSG00000006345,GGTLC2,ENSG00000100121
ENSMUSG00000006345,GGT1,ENSG00000100031
ENSMUSG00000006356,CRIP2,ENSG00000182809
ENSMUSG00000006360,CRIP1,ENSG00000213145
ENSMUSG00000006360,,ENSG00000257341
ENSMUSG00000006362,CBFA2T3,ENSG00000129993
ENSMUSG00000006369,FBLN1,ENSG00000077942
ENSMUSG00000006373,PGRMC1,ENSG00000101856
ENSMUSG00000006378,GCAT,ENSG00000100116
ENSMUSG00000006386,TEK,ENSG00000120156
ENSMUSG00000006390,ELOVL1,ENSG00000066322
ENSMUSG00000006392,MED8,ENSG00000159479
ENSMUSG00000006395,HYI,ENSG00000178922
ENSMUSG00000006398,CDC20,ENSG00000117399
ENSMUSG00000006403,ADAMTS4,ENSG00000158859
ENSMUSG00000006411,NECTIN4,ENSG00000143217
ENSMUSG00000006412,PFDN2,ENSG00000143256
ENSMUSG00000006418,RNF114,ENSG00000124226
ENSMUSG00000006423,CXorf56,ENSG00000018610
ENSMUSG00000006435,NEURL1,ENSG00000107954
ENSMUSG00000006442,SRM,ENSG00000116649
ENSMUSG00000006445,EPHA2,ENSG00000142627
ENSMUSG00000006456,RBM14,ENSG00000239306
ENSMUSG00000006457,ACTN3,ENSG00000248746
ENSMUSG00000006463,ZDHHC24,ENSG00000174165
ENSMUSG00000006464,,ENSG00000256349
ENSMUSG00000006464,BBS1,ENSG00000174483
ENSMUSG00000006471,NDOR1,ENSG00000188566
ENSMUSG00000006476,NSMF,ENSG00000165802
ENSMUSG00000006494,PDK1,ENSG00000152256
ENSMUSG00000006498,PTBP1,ENSG00000011304
ENSMUSG00000006517,MVD,ENSG00000167508
ENSMUSG00000006519,CYBA,ENSG00000051523
ENSMUSG00000006522,ITIH3,ENSG00000162267
ENSMUSG00000006526,STIMATE-MUSTN1,ENSG00000248592
ENSMUSG00000006526,STIMATE,ENSG00000213533
ENSMUSG00000006527,SFMBT1,ENSG00000163935
ENSMUSG00000006529,ITIH1,ENSG00000055957
ENSMUSG00000006538,IHH,ENSG00000163501
ENSMUSG00000006542,PRKAG3,ENSG00000115592
ENSMUSG00000006546,CRYBA2,ENSG00000163499
ENSMUSG00000006567,ATP7B,ENSG00000123191
ENSMUSG00000006574,SLC4A1,ENSG00000004939
ENSMUSG00000006575,RUNDC3A,ENSG00000108309
ENSMUSG00000006576,SLC4A3,ENSG00000114923
ENSMUSG00000006585,CDT1,ENSG00000167513
ENSMUSG00000006586,RUNX1T1,ENSG00000079102
ENSMUSG00000006587,SNAI3,ENSG00000185669
ENSMUSG00000006589,APRT,ENSG00000198931
ENSMUSG00000006599,GTF2H1,ENSG00000110768
ENSMUSG00000006611,HFE,ENSG00000010704
ENSMUSG00000006638,ABHD1,ENSG00000143994
ENSMUSG00000006641,SLC5A6,ENSG00000138074
ENSMUSG00000006642,TCF23,ENSG00000163792
ENSMUSG00000006649,NPHS1,ENSG00000161270
ENSMUSG00000006651,APLP1,ENSG00000105290
ENSMUSG00000006673,QRICH1,ENSG00000198218
ENSMUSG00000006675,P4HTM,ENSG00000178467
ENSMUSG00000006676,USP19,ENSG00000172046
ENSMUSG00000006678,POLA1,ENSG00000101868
ENSMUSG00000006699,CDC42,ENSG00000070831
ENSMUSG00000006705,PKNOX1,ENSG00000160199
ENSMUSG00000006711,KIAA0319,ENSG00000137261
ENSMUSG00000006715,GMNN,ENSG00000112312
ENSMUSG00000006717,ACOT13,ENSG00000112304
ENSMUSG00000006724,CYP27B1,ENSG00000111012
ENSMUSG00000006728,CDK4,ENSG00000135446
ENSMUSG00000006731,B4GALNT1,ENSG00000135454
ENSMUSG00000006732,METTL1,ENSG00000037897
ENSMUSG00000006736,TSPAN31,ENSG00000135452
ENSMUSG00000006740,KIF5B,ENSG00000170759
ENSMUSG00000006763,SAAL1,ENSG00000166788
ENSMUSG00000006764,TPH2,ENSG00000139287
ENSMUSG00000006777,KRT23,ENSG00000108244
